customer_key,customer_number,customer_name,age,age_group,customer_segment,last_order_date,quarters,recency,total_orders,total_sales,total_quantity,lifespan,avg_order_value,avg_monthly_spend
1521,AW00012520,Seth Jackson,43,40-49,VIP,10/12/2013,Q4,139,2,"$5,919.00",4,4,"$2,959.00",$227.00
1522,AW00012521,Meredith Dominguez,45,40-49,New,9/24/2013,Q3,140,2,"$4,438.00",4,4,"$2,219.00",$403.00
1523,AW00012522,Brandy Sanchez,43,40-49,VIP,10/11/2013,Q4,139,2,"$5,888.00",4,4,"$2,944.00",$226.00
1524,AW00012523,Steve Wagner,43,40-49,VIP,10/25/2013,Q4,139,2,"$5,933.00",3,3,"$2,966.00",$228.00
1525,AW00012524,Kate Shan,45,40-49,New,6/13/2013,Q2,143,1,$9.00,1,1,$9.00,$9.00
1526,AW00012525,Chelsea Rodriguez,45,40-49,New,5/25/2013,Q2,144,1,$120.00,2,2,$120.00,$120.00
1527,AW00012526,Michele Suarez,39,30-39,VIP,10/1/2013,Q4,139,3,"$5,229.00",9,9,"$1,743.00",$348.00
1528,AW00012527,Jos?® Rodriguez,60,50 and above,New,12/17/2013,Q4,137,1,$87.00,3,3,$87.00,$87.00
1529,AW00012528,Devin Wilson,61,50 and above,New,8/28/2013,Q3,141,1,$72.00,2,2,$72.00,$72.00
1530,AW00012529,Isaiah Allen,60,50 and above,New,1/19/2014,Q1,136,1,$86.00,2,2,$86.00,$86.00
1531,AW00012530,Isabel Coleman,48,40-49,New,12/8/2013,Q4,137,4,$338.00,11,10,$84.00,$33.00
1532,AW00012531,Autumn Xu,48,40-49,New,3/18/2013,Q1,146,1,$22.00,1,1,$22.00,$22.00
1533,AW00012532,Jose Carter,47,40-49,New,12/24/2013,Q4,137,4,$235.00,9,9,$58.00,$78.00
1534,AW00012533,Luis Washington,79,50 and above,New,4/13/2013,Q2,145,2,$272.00,7,7,$136.00,$136.00
1535,AW00012534,Katie Shan,58,50 and above,New,9/8/2013,Q3,140,1,$9.00,1,1,$9.00,$9.00
1536,AW00012535,Clifford Kapoor,52,50 and above,New,9/18/2013,Q3,140,1,$9.00,1,1,$9.00,$9.00
1537,AW00012536,Javier Dominguez,59,50 and above,New,11/21/2013,Q4,138,1,$9.00,1,1,$9.00,$9.00
1538,AW00012537,Terrence Luo,53,50 and above,New,6/24/2013,Q2,143,1,$9.00,1,1,$9.00,$9.00
1539,AW00012538,Paula Blanco,58,50 and above,New,5/27/2013,Q2,144,1,$9.00,1,1,$9.00,$9.00
1540,AW00012539,Marc Dominguez,85,50 and above,New,11/30/2013,Q4,138,1,$9.00,1,1,$9.00,$9.00
1541,AW00012540,Levi Sara,83,50 and above,New,8/18/2013,Q3,141,2,$75.00,3,3,$37.00,$15.00
1542,AW00012541,Jonathan Zhang,57,50 and above,New,6/15/2013,Q2,143,1,$9.00,1,1,$9.00,$9.00
1543,AW00012542,Preston Patel,58,50 and above,New,1/11/2014,Q1,136,1,$9.00,1,1,$9.00,$9.00
1544,AW00012543,Ruben Alvarez,62,50 and above,New,5/4/2013,Q2,144,1,$9.00,1,1,$9.00,$9.00
1545,AW00012544,Bruce Jordan,62,50 and above,New,12/21/2013,Q4,137,1,$9.00,1,1,$9.00,$9.00
1546,AW00012545,Marc Ruiz,57,50 and above,New,10/29/2013,Q4,139,2,$119.00,5,5,$59.00,$39.00
1547,AW00012546,Clarence Andersen,63,50 and above,New,9/5/2013,Q3,140,2,"$4,416.00",5,5,"$2,208.00",$401.00
1548,AW00012547,Bradley Nara,47,40-49,VIP,10/1/2013,Q4,139,2,"$5,898.00",2,2,"$2,949.00",$226.00
1549,AW00012548,Alexandra Collins,65,50 and above,New,8/29/2013,Q3,141,2,"$4,368.00",5,5,"$2,184.00",$436.00
1550,AW00012549,Donna Xie,65,50 and above,VIP,10/21/2013,Q4,139,2,"$5,908.00",3,3,"$2,954.00",$227.00
1551,AW00012550,Austin Diaz,65,50 and above,New,12/9/2013,Q4,137,2,$86.00,5,5,$43.00,$14.00
1552,AW00012551,Julio Ramos,77,50 and above,New,1/17/2014,Q1,136,2,$75.00,3,3,$37.00,$15.00
1553,AW00012552,Bruce Torres,81,50 and above,New,10/13/2013,Q4,139,1,$9.00,1,1,$9.00,$9.00
1554,AW00012553,Toni Fernandez,81,50 and above,New,5/11/2013,Q2,144,1,$10.00,1,1,$10.00,$10.00
1555,AW00012554,Barry Rodriguez,82,50 and above,New,10/18/2013,Q4,139,2,$88.00,3,3,$44.00,$29.00
1556,AW00012555,Edgar Malhotra,81,50 and above,New,9/3/2013,Q3,140,1,$69.00,3,3,$69.00,$69.00
1557,AW00012556,Manuel Kapoor,80,50 and above,New,11/27/2013,Q4,138,1,$9.00,1,1,$9.00,$9.00
1558,AW00012557,Phillip Lopez,80,50 and above,New,5/7/2013,Q2,144,1,$50.00,3,3,$50.00,$50.00
1559,AW00012558,Amanda Evans,79,50 and above,New,9/2/2013,Q3,140,1,$15.00,2,2,$15.00,$15.00
1560,AW00012559,Emmanuel Lopez,79,50 and above,VIP,8/18/2013,Q3,141,3,"$5,634.00",6,6,"$1,878.00",$433.00
1561,AW00012560,Mandy Gao,80,50 and above,VIP,8/17/2013,Q3,141,3,"$5,637.00",7,7,"$1,879.00",$433.00
1562,AW00012561,Trisha Lin,78,50 and above,VIP,10/13/2013,Q4,139,2,"$5,888.00",4,4,"$2,944.00",$235.00
1563,AW00012562,Kristina Chandra,78,50 and above,New,3/14/2013,Q1,146,1,$59.00,4,4,$59.00,$59.00
1564,AW00012563,Alejandro Lin,79,50 and above,New,7/1/2013,Q3,142,2,$119.00,4,4,$59.00,$119.00
1565,AW00012564,Marshall Yang,79,50 and above,New,11/16/2013,Q4,138,2,$110.00,5,5,$55.00,$13.00
1566,AW00012565,Kendra Gutierrez,78,50 and above,New,10/5/2013,Q4,139,1,$93.00,4,4,$93.00,$93.00
1567,AW00012566,Omar Yang,78,50 and above,New,9/25/2013,Q3,140,2,$148.00,5,5,$74.00,$37.00
1568,AW00012567,Carmen Arthur,72,50 and above,New,10/5/2013,Q4,139,2,$43.00,3,3,$21.00,$5.00
1569,AW00012568,Stacey Ye,78,50 and above,New,3/17/2013,Q1,146,2,$67.00,4,4,$33.00,$67.00
1570,AW00012569,Kristin Rai,78,50 and above,New,7/21/2013,Q3,142,1,$75.00,3,3,$75.00,$75.00
1571,AW00012570,Casey Munoz,40,40-49,Regular,8/12/2013,Q3,141,2,"$2,654.00",5,5,"$1,327.00",$139.00
1572,AW00012571,Jennifer Green,40,40-49,Regular,8/4/2013,Q3,141,2,"$2,641.00",4,4,"$1,320.00",$132.00
1573,AW00012572,Alisha Chander,40,40-49,Regular,9/11/2013,Q3,140,2,"$2,611.00",2,2,"$1,305.00",$130.00
1574,AW00012573,Grant Rai,40,40-49,Regular,8/31/2013,Q3,141,2,"$2,668.00",3,3,"$1,334.00",$140.00
1575,AW00012574,Derek Raje,40,40-49,Regular,9/20/2013,Q3,140,2,"$2,626.00",4,4,"$1,313.00",$131.00
1576,AW00012575,Jaclyn Shen,40,40-49,Regular,9/27/2013,Q3,140,2,"$2,668.00",3,3,"$1,334.00",$133.00
1577,AW00012576,Walter Dominguez,41,40-49,Regular,9/19/2013,Q3,140,2,"$2,653.00",4,4,"$1,326.00",$132.00
1578,AW00012577,Francis Sanz,40,40-49,Regular,9/20/2013,Q3,140,2,"$2,614.00",3,3,"$1,307.00",$137.00
1579,AW00012578,Gavin Perry,40,40-49,Regular,10/23/2013,Q4,139,2,"$2,668.00",3,3,"$1,334.00",$133.00
1580,AW00012579,Lydia Sanchez,41,40-49,Regular,10/11/2013,Q4,139,2,"$2,589.00",2,2,"$1,294.00",$129.00
1581,AW00012580,Cedric She,41,40-49,Regular,10/20/2013,Q4,139,2,"$2,589.00",2,2,"$1,294.00",$129.00
1582,AW00012581,Kristina Fernandez,42,40-49,Regular,10/17/2013,Q4,139,2,"$2,646.00",3,3,"$1,323.00",$132.00
1583,AW00012582,Carmen Sara,43,40-49,New,11/2/2013,Q4,138,2,$84.00,3,3,$42.00,$21.00
1584,AW00012583,Tyrone Ortega,43,40-49,Regular,10/10/2013,Q4,139,2,"$2,646.00",3,3,"$1,323.00",$132.00
1585,AW00012584,Brittney Ma,43,40-49,Regular,11/16/2013,Q4,138,2,"$2,633.00",3,3,"$1,316.00",$125.00
1586,AW00012585,Ian Martinez,41,40-49,Regular,11/6/2013,Q4,138,2,"$2,629.00",4,4,"$1,314.00",$125.00
1587,AW00012586,Kellie Hernandez,41,40-49,Regular,11/23/2013,Q4,138,2,"$2,636.00",2,2,"$1,318.00",$125.00
1588,AW00012587,Danny Travers,41,40-49,New,12/25/2013,Q4,137,2,$77.00,3,3,$38.00,$77.00
1589,AW00012588,Tracy Chande,42,40-49,Regular,11/3/2013,Q4,138,2,"$2,639.00",3,3,"$1,319.00",$119.00
1590,AW00012589,Ruben Rodriguez,43,40-49,Regular,11/8/2013,Q4,138,2,"$2,665.00",4,4,"$1,332.00",$126.00
1591,AW00012590,Mario Chander,77,50 and above,New,10/28/2013,Q4,139,2,$67.00,4,4,$33.00,$67.00
1592,AW00012591,Meredith Madan,53,50 and above,New,8/5/2013,Q3,141,1,$50.00,3,3,$50.00,$50.00
1593,AW00012592,Amy Li,58,50 and above,New,12/7/2013,Q4,137,2,$52.00,4,3,$26.00,$8.00
1594,AW00012593,Benjamin Zhang,59,50 and above,New,8/29/2013,Q3,141,2,$43.00,3,3,$21.00,$7.00
1595,AW00012594,Sandra Gao,59,50 and above,New,12/16/2013,Q4,137,2,$38.00,2,2,$19.00,$38.00
1596,AW00012595,Mathew Blanco,59,50 and above,New,8/4/2013,Q3,141,2,$40.00,3,3,$20.00,$8.00
1597,AW00012596,Armando Romero,59,50 and above,New,1/10/2014,Q1,136,2,$78.00,4,4,$39.00,$19.00
1598,AW00012597,Franklin Zhang,60,50 and above,New,9/30/2013,Q3,140,2,$53.00,5,5,$26.00,$53.00
1599,AW00012598,Alexandra Bryant,60,50 and above,New,10/3/2013,Q4,139,2,$43.00,3,3,$21.00,$21.00
1600,AW00012599,Jillian Fernandez,55,50 and above,VIP,8/10/2013,Q3,141,3,"$5,649.00",8,8,"$1,883.00",$470.00
1601,AW00012600,Larry Romero,62,50 and above,New,9/8/2013,Q3,140,1,$50.00,3,3,$50.00,$50.00
1602,AW00012601,Randy Zhang,54,50 and above,New,1/14/2014,Q1,136,2,$65.00,6,6,$32.00,$13.00
1603,AW00012602,Francisco Srini,59,50 and above,New,12/26/2013,Q4,137,2,$45.00,4,4,$22.00,$4.00
1604,AW00012603,Cole Reed,54,50 and above,New,9/24/2013,Q3,140,2,$117.00,5,5,$58.00,$23.00
1605,AW00012604,Nathan Lee,49,40-49,New,5/30/2013,Q2,144,1,$24.00,3,3,$24.00,$24.00
1606,AW00012605,Carol Cooper,48,40-49,New,5/12/2013,Q2,144,1,$10.00,1,1,$10.00,$10.00
1607,AW00012606,Arthur Van,60,50 and above,New,1/25/2014,Q1,136,3,$333.00,11,10,$111.00,$83.00
1608,AW00012607,Tamara Zhu,59,50 and above,VIP,9/11/2013,Q3,140,3,"$6,489.00",7,7,"$2,163.00",$270.00
1609,AW00012608,Brett Sanchez,55,50 and above,VIP,9/25/2013,Q3,140,3,"$5,690.00",8,7,"$1,896.00",$437.00
1610,AW00012609,Linda Carlson,60,50 and above,VIP,9/21/2013,Q3,140,3,"$5,637.00",7,7,"$1,879.00",$433.00
1611,AW00012610,Wendy Gutierrez,61,50 and above,New,9/16/2013,Q3,140,2,$102.00,5,4,$51.00,$51.00
1612,AW00012611,Manuel Sara,44,40-49,New,12/4/2013,Q4,137,2,$67.00,4,4,$33.00,$13.00
1613,AW00012612,Shannon Torres,51,50 and above,VIP,9/4/2013,Q3,140,3,"$5,658.00",6,6,"$1,886.00",$435.00
1614,AW00012613,Joel Prasad,44,40-49,VIP,10/8/2013,Q4,139,2,"$5,984.00",4,4,"$2,992.00",$230.00
1615,AW00012614,Lance Gill,50,50 and above,VIP,10/21/2013,Q4,139,2,"$5,918.00",4,4,"$2,959.00",$236.00
1616,AW00012615,Nathan Hill,40,40-49,VIP,10/20/2013,Q4,139,3,"$5,663.00",5,4,"$1,887.00",$404.00
1617,AW00012616,Kelsey Tang,45,40-49,New,5/20/2013,Q2,144,1,$15.00,2,2,$15.00,$15.00
1618,AW00012617,Jake Ma,50,50 and above,New,7/18/2013,Q3,142,1,$39.00,3,3,$39.00,$39.00
1619,AW00012618,Dawn Lal,51,50 and above,VIP,11/14/2013,Q4,138,2,"$5,923.00",5,5,"$2,961.00",$227.00
1620,AW00012619,Priscilla Rai,50,50 and above,VIP,10/8/2013,Q4,139,3,"$5,200.00",6,6,"$1,733.00",$371.00
1621,AW00012620,Maurice Lal,51,50 and above,VIP,9/26/2013,Q3,140,3,"$6,480.00",7,7,"$2,160.00",$270.00
1622,AW00012621,Barry Martinez,45,40-49,VIP,9/22/2013,Q3,140,3,"$6,471.00",7,7,"$2,157.00",$269.00
1623,AW00012622,Micheal Rubio,51,50 and above,VIP,11/1/2013,Q4,138,3,"$5,135.00",6,6,"$1,711.00",$342.00
1624,AW00012623,Jesse Sanchez,67,50 and above,VIP,10/5/2013,Q4,139,3,"$5,630.00",7,6,"$1,876.00",$402.00
1625,AW00012624,Jamie Xu,67,50 and above,New,9/26/2013,Q3,140,2,"$4,379.00",3,2,"$2,189.00",$398.00
1626,AW00012625,Carly Andersen,68,50 and above,New,9/4/2013,Q3,140,1,$100.00,4,4,$100.00,$100.00
1627,AW00012626,Cassie Lal,69,50 and above,New,11/17/2013,Q4,138,2,$78.00,4,4,$39.00,$78.00
1628,AW00012627,Leah Zheng,47,40-49,New,6/30/2013,Q2,143,2,$111.00,6,6,$55.00,$55.00
1629,AW00012628,Arturo Ma,46,40-49,New,7/7/2013,Q3,142,1,$15.00,2,2,$15.00,$15.00
1630,AW00012629,Russell Nara,46,40-49,New,11/16/2013,Q4,138,1,$54.00,3,3,$54.00,$54.00
1631,AW00012630,Kevin Simmons,65,50 and above,New,4/26/2013,Q2,145,3,"$6,825.00",6,6,"$2,275.00",$853.00
1632,AW00012631,Clarence Gao,76,50 and above,VIP,6/7/2013,Q2,143,4,"$10,799.00",11,10,"$2,699.00",$539.00
1633,AW00012632,Bonnie Nath,64,50 and above,VIP,6/16/2013,Q2,143,4,"$10,793.00",6,6,"$2,698.00",$539.00
1634,AW00012633,Shannon Suarez,75,50 and above,New,9/30/2013,Q3,140,2,$86.00,4,4,$43.00,$43.00
1635,AW00012634,Derrick Ruiz,74,50 and above,New,4/24/2013,Q2,145,3,"$6,787.00",5,5,"$2,262.00",$848.00
1636,AW00012635,Brad Beck,68,50 and above,New,3/22/2013,Q1,146,1,$50.00,1,1,$50.00,$50.00
1637,AW00012636,Tamer Salah,73,50 and above,New,7/14/2013,Q3,142,2,$49.00,3,3,$24.00,$24.00
1638,AW00012637,Leonard Nath,74,50 and above,New,4/29/2013,Q2,145,3,"$6,845.00",6,6,"$2,281.00",$977.00
1639,AW00012638,Sebastian Brooks,61,50 and above,New,11/2/2013,Q4,138,2,$38.00,3,3,$19.00,$38.00
1640,AW00012639,Ruben Lopez,66,50 and above,New,2/18/2013,Q1,147,1,$50.00,1,1,$50.00,$50.00
1641,AW00012640,Angel Richardson,61,50 and above,New,4/27/2013,Q2,145,3,"$6,752.00",6,5,"$2,250.00",$964.00
1642,AW00012641,Willie Raje,66,50 and above,New,12/2/2013,Q4,137,1,$9.00,1,1,$9.00,$9.00
1643,AW00012642,Jimmy Carlson,60,50 and above,New,5/15/2013,Q2,144,1,$9.00,1,1,$9.00,$9.00
1644,AW00012643,Kristina Perez,66,50 and above,New,1/26/2014,Q1,136,2,$103.00,4,4,$51.00,$9.00
1645,AW00012644,Rachel Reed,67,50 and above,New,4/20/2013,Q2,145,3,"$6,838.00",7,7,"$2,279.00",$976.00
1646,AW00012645,Audrey Ruiz,61,50 and above,New,4/14/2013,Q2,145,3,"$6,847.00",6,5,"$2,282.00",$978.00
1647,AW00012646,Kenneth Xu,67,50 and above,New,12/31/2013,Q4,137,2,$14.00,2,2,$7.00,$1.00
1648,AW00012647,Colleen Anand,62,50 and above,New,4/20/2013,Q2,145,3,"$6,886.00",9,9,"$2,295.00",$860.00
1649,AW00012648,Lori Dominguez,68,50 and above,New,5/1/2013,Q2,144,3,"$6,817.00",8,8,"$2,272.00",$852.00
1650,AW00012649,Omar Goel,68,50 and above,New,9/29/2013,Q3,140,1,$9.00,1,1,$9.00,$9.00
1651,AW00012650,Aaron Wright,70,50 and above,VIP,6/25/2013,Q2,143,4,"$10,813.00",9,9,"$2,703.00",$540.00
1652,AW00012651,Martin Malhotra,70,50 and above,New,10/5/2013,Q4,139,1,$9.00,1,1,$9.00,$9.00
1653,AW00012652,Carolyn Martin,69,50 and above,New,11/23/2013,Q4,138,2,$183.00,6,6,$91.00,$91.00
1654,AW00012653,Nichole Andersen,70,50 and above,New,5/28/2013,Q2,144,3,"$6,859.00",10,8,"$2,286.00",$857.00
1655,AW00012654,Briana Gill,69,50 and above,New,6/26/2013,Q2,143,2,$45.00,4,4,$22.00,$11.00
1656,AW00012655,Larry Vazquez,71,50 and above,VIP,6/17/2013,Q2,143,4,"$10,899.00",11,11,"$2,724.00",$544.00
1657,AW00012656,Blake Roberts,65,50 and above,New,5/17/2013,Q2,144,1,$9.00,1,1,$9.00,$9.00
1658,AW00012657,Audrey Blanco,71,50 and above,VIP,12/23/2013,Q4,137,4,"$7,384.00",8,8,"$1,846.00",$527.00
1659,AW00012658,Joy Gomez,65,50 and above,New,5/13/2013,Q2,144,3,"$6,863.00",7,5,"$2,287.00",$857.00
1660,AW00012659,Damien Chande,72,50 and above,New,4/16/2013,Q2,145,1,$74.00,3,3,$74.00,$74.00
1661,AW00012660,Toni Sanchez,72,50 and above,New,11/30/2013,Q4,138,1,$45.00,2,2,$45.00,$45.00
1662,AW00012661,Deborah Pal,72,50 and above,New,3/31/2013,Q1,146,1,$50.00,3,3,$50.00,$50.00
1663,AW00012662,Jessie Huang,73,50 and above,New,12/12/2013,Q4,137,1,$15.00,2,2,$15.00,$15.00
1664,AW00012663,Morgan Adams,73,50 and above,New,11/17/2013,Q4,138,1,$69.00,3,3,$69.00,$69.00
1665,AW00012664,Krista Gill,73,50 and above,New,10/9/2013,Q4,139,2,$78.00,4,4,$39.00,$15.00
1666,AW00012665,Joy Suarez,44,40-49,New,9/27/2013,Q3,140,3,$74.00,6,4,$24.00,$24.00
1667,AW00012666,Jessie Zhu,44,40-49,New,12/29/2013,Q4,137,3,$34.00,4,3,$11.00,$34.00
1668,AW00012667,Maria Wood,43,40-49,VIP,9/16/2013,Q3,140,3,"$6,813.00",7,7,"$2,271.00",$358.00
1669,AW00012668,Melissa Patterson,44,40-49,VIP,9/19/2013,Q3,140,3,"$6,839.00",5,5,"$2,279.00",$359.00
1670,AW00012669,Irving Schmidt,44,40-49,VIP,9/19/2013,Q3,140,3,"$6,791.00",5,5,"$2,263.00",$357.00
1671,AW00012670,Sarah Martinez,44,40-49,VIP,9/12/2013,Q3,140,3,"$6,785.00",5,4,"$2,261.00",$357.00
1672,AW00012671,Alan Huang,46,40-49,VIP,8/29/2013,Q3,141,3,"$6,802.00",6,6,"$2,267.00",$377.00
1673,AW00012672,Carson Butler,44,40-49,New,6/17/2013,Q2,143,3,$382.00,5,4,$127.00,$191.00
1674,AW00012673,Colin Stone,44,40-49,VIP,9/5/2013,Q3,140,3,"$6,768.00",5,5,"$2,256.00",$356.00
1675,AW00012674,Jimmy Travers,44,40-49,VIP,9/4/2013,Q3,140,3,"$6,829.00",4,4,"$2,276.00",$359.00
1676,AW00012675,Holly Fernandez,41,40-49,VIP,9/14/2013,Q3,140,3,"$6,812.00",5,5,"$2,270.00",$358.00
1677,AW00012676,Michele Madan,46,40-49,VIP,9/6/2013,Q3,140,3,"$6,859.00",5,5,"$2,286.00",$361.00
1678,AW00012677,Cedric Liu,45,40-49,VIP,9/21/2013,Q3,140,3,"$6,785.00",4,4,"$2,261.00",$357.00
1679,AW00012678,Dana Serrano,45,40-49,New,5/27/2013,Q2,144,3,$341.00,8,8,$113.00,$170.00
1680,AW00012679,Stacy Gill,46,40-49,New,11/28/2013,Q4,138,3,$188.00,3,3,$62.00,$23.00
1681,AW00012680,George Sanchez,48,40-49,VIP,9/17/2013,Q3,140,3,"$6,880.00",10,10,"$2,293.00",$362.00
1682,AW00012681,Christy Chow,48,40-49,VIP,9/18/2013,Q3,140,3,"$6,784.00",5,5,"$2,261.00",$357.00
1683,AW00012682,Kari Subram,47,40-49,New,11/25/2013,Q4,138,3,$228.00,5,5,$76.00,$45.00
1684,AW00012683,Laura Zhou,47,40-49,VIP,9/21/2013,Q3,140,3,"$6,801.00",5,5,"$2,267.00",$357.00
1685,AW00012684,Shaun Shen,47,40-49,VIP,10/19/2013,Q4,139,3,"$6,893.00",10,9,"$2,297.00",$344.00
1686,AW00012685,Jaclyn Xu,48,40-49,VIP,10/9/2013,Q4,139,3,"$6,904.00",8,8,"$2,301.00",$328.00
1687,AW00012686,Trisha Zhou,47,40-49,VIP,10/1/2013,Q4,139,3,"$6,864.00",5,5,"$2,288.00",$343.00
1688,AW00012687,Marshall Li,48,40-49,VIP,10/19/2013,Q4,139,3,"$6,805.00",4,4,"$2,268.00",$358.00
1689,AW00012688,Stacy Navarro,47,40-49,VIP,10/2/2013,Q4,139,3,"$6,867.00",6,4,"$2,289.00",$361.00
1690,AW00012689,Tamara Pal,47,40-49,VIP,9/29/2013,Q3,140,3,"$6,846.00",8,8,"$2,282.00",$380.00
1691,AW00012690,Roger Zhang,47,40-49,New,1/21/2014,Q1,136,3,$197.00,6,5,$65.00,$32.00
1692,AW00012691,Rafael Andersen,48,40-49,New,12/13/2013,Q4,137,3,$247.00,5,5,$82.00,$30.00
1693,AW00012692,Glenn Lu,48,40-49,New,1/3/2014,Q1,136,3,$315.00,6,6,$105.00,$45.00
1694,AW00012693,Ruth Gonzalez,49,40-49,VIP,10/23/2013,Q4,139,3,"$6,820.00",5,5,"$2,273.00",$358.00
1695,AW00012694,Jay Arthur,42,40-49,VIP,10/9/2013,Q4,139,3,"$6,785.00",5,5,"$2,261.00",$357.00
1696,AW00012695,Kari Ruiz,49,40-49,New,10/12/2013,Q4,139,3,$193.00,4,4,$64.00,$38.00
1697,AW00012696,Stacey Hu,43,40-49,New,1/16/2014,Q1,136,3,$232.00,5,5,$77.00,$29.00
1698,AW00012697,Brenda Stone,50,50 and above,New,11/15/2013,Q4,138,3,$296.00,8,8,$98.00,$148.00
1699,AW00012698,Mohamed Pal,44,40-49,VIP,9/29/2013,Q3,140,3,"$6,786.00",6,6,"$2,262.00",$377.00
1700,AW00012699,Amy Chow,50,50 and above,VIP,10/20/2013,Q4,139,3,"$6,798.00",6,6,"$2,266.00",$357.00
1701,AW00012700,Mindy Kumar,49,40-49,VIP,10/24/2013,Q4,139,3,"$6,860.00",7,6,"$2,286.00",$381.00
1702,AW00012701,Gary Gutierrez,43,40-49,VIP,9/30/2013,Q3,140,3,"$6,868.00",8,7,"$2,289.00",$404.00
1703,AW00012702,Yolanda Shan,48,40-49,VIP,10/7/2013,Q4,139,3,"$6,911.00",9,9,"$2,303.00",$383.00
1704,AW00012703,Renee Suarez,49,40-49,VIP,10/3/2013,Q4,139,3,"$6,891.00",8,8,"$2,297.00",$382.00
1705,AW00012704,Barbara Nara,49,40-49,New,10/13/2013,Q4,139,3,$217.00,5,5,$72.00,$108.00
1706,AW00012705,Andre Garcia,45,40-49,VIP,10/18/2013,Q4,139,3,"$6,854.00",7,7,"$2,284.00",$360.00
1707,AW00012706,Louis Liang,45,40-49,VIP,10/18/2013,Q4,139,3,"$6,851.00",9,8,"$2,283.00",$380.00
1708,AW00012707,Ian Lewis,78,50 and above,VIP,4/13/2013,Q2,145,2,"$5,948.00",5,5,"$2,974.00",$371.00
1709,AW00012708,Bonnie Pal,73,50 and above,New,10/29/2013,Q4,139,2,$84.00,4,4,$42.00,$10.00
1710,AW00012709,Ian Rodriguez,79,50 and above,VIP,4/24/2013,Q2,145,2,"$5,933.00",3,3,"$2,966.00",$370.00
1711,AW00012710,Dalton Evans,79,50 and above,New,7/26/2013,Q3,142,2,"$4,774.00",4,3,"$2,387.00","$1,193.00"
1712,AW00012711,Heather Zheng,47,40-49,VIP,11/4/2013,Q4,138,2,"$5,963.00",4,4,"$2,981.00",$238.00
1713,AW00012712,Arthur Romero,46,40-49,New,9/25/2013,Q3,140,2,"$4,441.00",4,4,"$2,220.00",$403.00
1714,AW00012713,Deborah Xie,47,40-49,Regular,10/25/2013,Q4,139,2,"$4,441.00",5,5,"$2,220.00",$370.00
1715,AW00012714,Colleen Lu,46,40-49,New,7/19/2013,Q3,142,1,$50.00,3,3,$50.00,$50.00
1716,AW00012715,Eddie Gill,56,50 and above,New,8/3/2013,Q3,141,3,$74.00,6,4,$24.00,$14.00
1717,AW00012716,Dale Shen,46,40-49,New,2/12/2013,Q1,147,1,$79.00,3,3,$79.00,$79.00
1718,AW00012717,Hannah Wood,46,40-49,VIP,11/6/2013,Q4,138,2,"$5,883.00",3,3,"$2,941.00",$235.00
1719,AW00012718,Tammy Sai,45,40-49,New,11/12/2013,Q4,138,1,$104.00,4,4,$104.00,$104.00
1720,AW00012719,Cheryl Ruiz,40,40-49,New,7/10/2013,Q3,142,1,$15.00,2,2,$15.00,$15.00
1721,AW00012720,Nicolas Chande,45,40-49,New,6/12/2013,Q2,143,1,$50.00,3,3,$50.00,$50.00
1722,AW00012721,Rebekah Martinez,46,40-49,New,5/4/2013,Q2,144,1,$15.00,2,2,$15.00,$15.00
1723,AW00012722,Latasha Gomez,40,40-49,New,4/6/2013,Q2,145,1,$39.00,3,3,$39.00,$39.00
1724,AW00012723,Kurt Jai,39,30-39,New,2/27/2013,Q1,147,1,$69.00,3,3,$69.00,$69.00
1725,AW00012724,Eddie Martin,40,40-49,New,2/1/2013,Q1,147,1,$15.00,2,2,$15.00,$15.00
1726,AW00012725,Gabrielle James,109,50 and above,New,8/18/2013,Q3,141,1,$127.00,3,3,$127.00,$127.00
1727,AW00012726,Kurt Goel,40,40-49,New,8/3/2013,Q3,141,1,$99.00,4,4,$99.00,$99.00
1728,AW00012727,Amanda Ross,40,40-49,New,6/25/2013,Q2,143,1,$15.00,2,2,$15.00,$15.00
1729,AW00012728,Jeremiah Stewart,41,40-49,New,4/7/2013,Q2,145,1,$60.00,2,2,$60.00,$60.00
1730,AW00012729,Jose Perry,41,40-49,New,8/6/2013,Q3,141,2,$45.00,4,4,$22.00,$15.00
1731,AW00012730,Karla Becker,41,40-49,New,12/22/2013,Q4,137,2,$65.00,6,6,$32.00,$16.00
1732,AW00012731,Steven Murphy,41,40-49,New,9/16/2013,Q3,140,1,$60.00,2,2,$60.00,$60.00
1733,AW00012732,Todd Guo,48,40-49,New,8/22/2013,Q3,141,1,$15.00,2,2,$15.00,$15.00
1734,AW00012733,Lacey Cai,48,40-49,New,9/6/2013,Q3,140,2,$43.00,3,3,$21.00,$8.00
1735,AW00012734,Margaret Zhou,47,40-49,New,9/22/2013,Q3,140,1,$50.00,3,3,$50.00,$50.00
1736,AW00012735,Donald Mehta,42,40-49,Regular,10/5/2013,Q4,139,2,"$4,404.00",3,3,"$2,202.00",$367.00
1737,AW00012736,Diana Ruiz,47,40-49,Regular,10/6/2013,Q4,139,2,"$4,460.00",5,5,"$2,230.00",$371.00
1738,AW00012737,Brett Chandra,47,40-49,New,4/7/2013,Q2,145,1,$45.00,2,2,$45.00,$45.00
1739,AW00012738,Melinda Rubio,47,40-49,New,5/8/2013,Q2,144,3,"$4,956.00",7,6,"$1,652.00",$708.00
